User	Achievement	Rate
~Shredon~	~no_rest_for_the_wary~	39.00
~Shredon~	~gold_star~	72.11
~Shredon~	~threesome~	83.19
~Shredon~	~two_birds_with_one_stone~	86.00
~Shredon~	~blackjack~	28.67
~Shredon~	~back_in_the_saddle~	85.09
~Shredon~	~im_the_juggernaut~	35.10
~Shredon~	~operational_asset~	24.58
~Shredon~	~the_harder_they_fall~	59.41
~Shredon~	~it_goes_to_eleven~	30.05
~Shredon~	~some_like_it_hot~	72.12
~Shredon~	~cold_shoulder~	78.39
~Shredon~	~unnecessary_roughness~	55.04
~Shredon~	~charlie_on_our_six~	48.17
~Shredon~	~danger_close~	81.19
~Shredon~	~hotel_bravo~	56.39
~Shredon~	~bombs~	11.03
~Shredon~	~pill_bottle~	26.41
~Shredon~	~the_halo~	16.20
~Shredon~	~the_noose~	22.90
~Shredon~	~lokis_horns~	26.40
~Shredon~	~killed_mom~	35.36
~Shredon~	~a_gift_from_krampus~	32.25
~Shredon~	~it_lives~	15.07
~Shredon~	~the_fetus~	18.03
~Shredon~	~judas~	26.70
~Shredon~	~the_robo-baby~	15.39
~Shredon~	~terrible~	17.14
~Shredon~	~common_cold~	27.74
~Shredon~	~_abel~	7.49
~Shredon~	~moms_knife~	12.31
~Shredon~	~the_cross~	16.98
~Shredon~	~monstros_tooth~	54.39
~Shredon~	~the_necronomicon~	20.04
~Shredon~	~the_rock~	58.67
~Shredon~	~_horn~	5.66
~Shredon~	~the_nail~	20.76
~Shredon~	~_cross~	5.62
~Shredon~	~money_power~	15.63
~Shredon~	~moms_contact~	23.01
~Shredon~	~the_bag~	21.05
~Shredon~	~the_quarter~	19.22
~Shredon~	~_toe~	8.26
~Shredon~	~eve~	45.64
~Shredon~	~book_of_sin~	35.02
~Shredon~	~_hand~	12.90
~Shredon~	~the_bean~	56.76
~Shredon~	~the_wafer~	16.32
~Shredon~	~lil_chubby~	37.33
~Shredon~	~the_spelunker~	48.59
~Shredon~	~the_gamekid~	24.44
~Shredon~	~_bloodpenny~	4.35
~Shredon~	~the_d6~	11.12
~Shredon~	~_samson~	16.39
~Shredon~	~steven~	26.23
~Shredon~	~mr_mega~	40.34
~Shredon~	~chad~	24.86
~Shredon~	~baby~	14.58
~Shredon~	~cain~	35.88
~Shredon~	~maggy~	45.18
~Shredon~	~the_parasite~	42.92
~Shredon~	~the_spider~	65.77
~Shredon~	~_bloodlust~	7.09
~Shredon~	~ach_christmas~	24.65
~Shredon~	~ach_night~	52.72
~Shredon~	~kills_100_ach~	22.01
~Shredon~	~kills_1_ach~	46.84
~Shredon~	~kills_10_ach~	38.35
~Shredon~	~socketing_1~	13.48
~Shredon~	~critcount_0~	43.09
~Shredon~	~enchanting_0~	40.21
~Shredon~	~usepotions_0~	57.79
~Shredon~	~usepotions_1~	19.38
~Shredon~	~fullarmorset~	35.37
~Shredon~	~boss_kidrik~	56.48
~Shredon~	~openchests_1~	59.07
~Shredon~	~openchests_0~	74.26
~Shredon~	~boss_dragon~	17.28
~Shredon~	~openchests_2~	25.90
~Shredon~	~boss_dragon_spirit~	19.67
~Shredon~	~boss_bloatfang~	22.06
~Shredon~	~boss_ezrekkhan~	29.92
~Shredon~	~dynamitefishing~	21.93
~Shredon~	~spells_player_0~	62.06
~Shredon~	~spells_player_1~	36.12
~Shredon~	~secretrooms_0~	59.91
~Shredon~	~fishing_0~	58.81
~Shredon~	~fishing_1~	17.31
~Shredon~	~boss_chillhoof~	49.73
~Shredon~	~skilltiers_0~	63.26
~Shredon~	~breakobjects_1~	25.22
~Shredon~	~boss_grell~	65.25
~Shredon~	~breakobjects_0~	68.18
~Shredon~	~spells_pet_1~	20.44
~Shredon~	~spells_pet_0~	38.36
~Shredon~	~boss_mordrox~	58.00
~Shredon~	~friendslist_0~	34.42
~Shredon~	~socketing_0~	73.50
~Shredon~	~explodeenemies_0~	73.78
~Shredon~	~boss_artificer~	40.46
~Shredon~	~explodeenemies_1~	54.21
~Shredon~	~tradeitem~	38.43
~Shredon~	~boss_siegeguardian~	28.51
~Shredon~	~boss_fallenguardian~	71.76
~Shredon~	~squish_0~	39.60
~Shredon~	~multiplayer_create~	41.16
~Shredon~	~maxdamage~	19.27
~Shredon~	~boss_pogg~	55.72
~Shredon~	~boss_cacklespit~	13.36
~Shredon~	~playersteps_0~	62.27
~Shredon~	~playersteps_1~	30.08
~Shredon~	~playersteps_2~	14.05
~Shredon~	~killchamps_0~	60.78
~Shredon~	~boss_winterwidow~	58.66
~Shredon~	~killchamps_1~	36.62
~Shredon~	~boss_grandregent~	51.61
~Shredon~	~recovergem_0~	42.56
~Shredon~	~recoveritem_0~	28.99
~Shredon~	~recovergem_1~	16.62
~Shredon~	~sendpettotown~	68.90
~Shredon~	~boss_manticore~	43.37
~Shredon~	~boss_tutara~	31.63
~Shredon~	~gambling_0~	10.04
~Shredon~	~gambling_1~	5.76
~Shredon~	~boss_wraithlord~	19.95
~Shredon~	~sellitems_0~	39.25
~Shredon~	~multiplayer_join~	43.35
~Shredon~	~hardcoreplayer_create~	6.69
~Shredon~	~boss_manticoremate~	43.44
~Shredon~	~boss_oneeyedwilly~	56.62
~Shredon~	~boss_grizzledalpha~	22.77
~Shredon~	~medal.hoarded_$10000~	19.90
~Shredon~	~rank.7~	23.37
~Shredon~	~rank.8~	20.23
~Shredon~	~medal.reckless~	20.29
~Shredon~	~medal.xmas.victory~	18.90
~Shredon~	~medal.short_arms_deep_pockets~	15.05
~Shredon~	~perfect10~	88.14
~Shredon~	~tf_spy_medic_healing_kill_enemy~	10.71
~Shredon~	~tf_spy_backstab_dominating_enemy~	18.12
~Shredon~	~tf_scout_kill_charged_medics~	13.22
~Shredon~	~tf_get_headshots~	24.86
~Shredon~	~tf_sniper_headshot_post_invuln~	9.55
~Shredon~	~tf_heavy_achieve_progress1~	16.96
~Shredon~	~tf_get_consecutivekills_nodeaths~	44.09
~Shredon~	~tf_scout_survive_damage~	16.85
~Shredon~	~tf_sniper_achieve_progress1~	25.50
~Shredon~	~tf_engineer_shotgun_kill_prev_sentry_target~	18.41
~Shredon~	~tf_sniper_achieve_progress2~	19.10
~Shredon~	~tf_sniper_headshot_snipers~	22.23
~Shredon~	~tf_scout_cap_flag_without_attacking~	17.57
~Shredon~	~tf_engineer_freezecam_sentry~	25.86
~Shredon~	~tf_sniper_dominate_sniper~	21.84
~Shredon~	~tf_sniper_achieve_progress3~	14.38
~Shredon~	~tf_scout_long_distance_runner~	46.59
~Shredon~	~tf_pyro_burn_medics_charged~	18.35
~Shredon~	~tf_heavy_earn_medic_domination~	21.30
~Shredon~	~tf_pyro_camp_teleporters~	13.83
~Shredon~	~tf_pyro_kill_grind_large~	10.15
~Shredon~	~tf_sniper_kill_grind~	7.93
~Shredon~	~tf_pyro_kill_postdeath~	17.76
~Shredon~	~tf_engineer_tank_damage~	10.32
~Shredon~	~tf_pyro_kill_spies~	11.23
~Shredon~	~tf_pyro_destroy_buildings~	11.45
~Shredon~	~tf_sniper_bow_pin_heavy~	11.21
~Shredon~	~tf_soldier_kill_airborne_target_while_airborne~	20.58
~Shredon~	~tf_pyro_simulburn_scouts~	24.72
~Shredon~	~tf_pyro_freezecam_taunts~	9.91
~Shredon~	~tf_engineer_achieve_progress3~	10.23
~Shredon~	~tf_engineer_achieve_progress2~	14.57
~Shredon~	~tf_engineer_achieve_progress1~	21.57
~Shredon~	~tf_pyro_burn_rj_soldier~	16.89
~Shredon~	~tf_replay_save_replay~	13.36
~Shredon~	~tf_engineer_help_build_structure~	22.53
~Shredon~	~tf_engineer_building_carry~	10.09
~Shredon~	~tf_medic_setup_charge~	23.09
~Shredon~	~tf_medic_heal_under_fire~	22.29
~Shredon~	~tf_medic_bonesaw_nomisses~	11.47
~Shredon~	~tf_spy_backstab_engy_sap_building~	7.57
~Shredon~	~tf_demoman_kill_x_heavies_fullhp_onedet~	7.42
~Shredon~	~tf_heavy_kill_crit_punch~	18.54
~Shredon~	~tf_engineer_remove_sapper_long_dist~	10.77
~Shredon~	~tf_spy_knife_kill_while_jarated~	11.46
~Shredon~	~tf_heavy_kill_while_spunup~	20.44
~Shredon~	~tf_heavy_teleport_fast_kill~	15.98
~Shredon~	~tf_pyro_burn_spies_as_you~	20.52
~Shredon~	~tf_demoman_kill_x_with_directpipe~	13.52
~Shredon~	~tf_spy_dominate_sniper~	14.15
~Shredon~	~tf_halloween_dominate_for_hat~	26.69
~Shredon~	~tf_spy_feign_death_kill~	12.03
~Shredon~	~tf_demoman_crit_sword_kill~	12.70
~Shredon~	~tf_scout_start_and_finish_cap~	13.74
~Shredon~	~tf_scout_capture_last_point~	18.39
~Shredon~	~tf_spy_survive_burning~	23.75
~Shredon~	~tf_engineer_kill_assist~	19.73
~Shredon~	~tf_demoman_achieve_progress2~	11.46
~Shredon~	~tf_demoman_achieve_progress1~	14.90
~Shredon~	~tf_demoman_achieve_progress3~	9.01
~Shredon~	~tf_pyro_kill_grind~	13.40
~Shredon~	~tf_sniper_jarate_dominated~	10.99
~Shredon~	~tf_sniper_bow_kill_flagcarrier~	8.29
~Shredon~	~tf_pyro_kill_taunt~	12.63
~Shredon~	~tf_medic_heal_achiever~	23.30
~Shredon~	~tf_spy_backstab_quick_kills~	21.96
~Shredon~	~tf_heavy_first_to_cap~	21.69
~Shredon~	~tf_general_kill_enemies_after_teleporting~	22.96
~Shredon~	~tf_medic_achieve_progress2~	10.53
~Shredon~	~tf_win_well_minimumtime~	14.09
~Shredon~	~tf_sniper_headshot_demoman~	28.11
~Shredon~	~tf_get_healed_byenemy~	26.51
~Shredon~	~tf_spy_backstab_medic_charged~	14.46
~Shredon~	~tf_sniper_jarate_extinguish~	12.25
~Shredon~	~tf_christmas_collect_gifts~	8.81
~Shredon~	~tf_win_multiplegames~	24.00
~Shredon~	~tf_heavy_receive_uber_grind~	10.63
~Shredon~	~tf_medic_achieve_progress1~	13.97
~Shredon~	~tf_soldier_kill_pyro~	15.74
~Shredon~	~tf_scout_dodge_damage~	8.68
~Shredon~	~tf_heavy_revenge_assist~	14.31
~Shredon~	~tf_pyro_kill_axe_large~	11.24
~Shredon~	~tf_get_healpoints~	19.10
~Shredon~	~tf_halloween_boss_kill~	10.88
~Shredon~	~tf_heavy_uncover_spies~	13.47
~Shredon~	~tf_heavy_clear_stickybombs~	14.40
~Shredon~	~tf_demoman_environmental_kill~	10.86
~Shredon~	~tf_soldier_duo_soldier_kills~	16.20
~Shredon~	~tf_scout_destroy_teleporters~	12.06
~Shredon~	~tf_engineer_help_manual_sentry~	5.88
~Shredon~	~tf_get_turretkills~	20.11
~Shredon~	~tf_scout_fast_cap~	13.08
~Shredon~	~tf_sniper_kill_weapons~	24.97
~Shredon~	~tf_spy_camp_position~	10.83
~Shredon~	~tf_soldier_achieve_progress2~	13.63
~Shredon~	~tf_medic_invite_join_charge~	15.71
~Shredon~	~tf_soldier_achieve_progress1~	18.47
~Shredon~	~tf_spy_sap_building_backstab_engy~	13.66
~Shredon~	~tf_sniper_kill_invis_spy~	22.89
~Shredon~	~tf_sniper_jarate_assists~	6.73
~Shredon~	~tf_medic_bonesaw_spy_callers~	8.28
~Shredon~	~tf_medic_heal_engineer~	21.53
~Shredon~	~tf_spy_backstab_medic_pair~	13.24
~Shredon~	~tf_halloween_eyeboss_kill~	6.56
~Shredon~	~tf_spy_achieve_progress3~	13.22
~Shredon~	~tf_sniper_kill_at_roundstart~	20.24
~Shredon~	~tf_spy_achieve_progress2~	16.74
~Shredon~	~tf_spy_achieve_progress1~	21.93
~Shredon~	~tf_scout_stun_scout_with_their_ball~	7.25
~Shredon~	~tf_sniper_capture_flag~	11.22
~Shredon~	~tf_soldier_destroy_sentry_out_of_range~	13.29
~Shredon~	~tf_pyro_double_ko~	30.08
~Shredon~	~tf_engineer_kill_spy_two_sappers~	11.17
~Shredon~	~tf_soldier_defend_medic~	24.58
~Shredon~	~tf_demoman_decapitate_cloaked_spy~	11.85
~Shredon~	~tf_medic_switch_to_medic~	21.00
~Shredon~	~tf_get_multiplekills~	19.29
~Shredon~	~tf_demoman_kill_two_during_stickyjump~	6.21
~Shredon~	~tf_sniper_kill_midair_scout~	29.30
~Shredon~	~tf_demoman_duo_demoman_kills~	13.61
~Shredon~	~tf_medic_extinguish_teammates~	10.15
~Shredon~	~tf_sniper_rifle_no_missing~	29.28
~Shredon~	~tf_pyro_defend_points~	10.51
~Shredon~	~tf_demoman_kill_x_scouts_pyros~	12.20
~Shredon~	~tf_sniper_bow_kill_whiledead~	19.45
~Shredon~	~tf_engineer_dispenser_heal_group~	28.19
~Shredon~	~tf_pyro_reflect_crocket_kill~	11.66
~Shredon~	~tf_pyro_reflect_projectiles~	9.25
~Shredon~	~tf_heavy_damage_taken~	44.39
~Shredon~	~tf_spy_bump_cloaked_spy~	25.85
~Shredon~	~tf_demoman_destroy_buildings_grind~	9.52
~Shredon~	~tf_replay_performance_mode~	5.52
~Shredon~	~tf_scout_destroy_sentry_with_pistol~	12.54
~Shredon~	~tf_demoman_bounce_and_kill~	29.90
~Shredon~	~tf_medic_rapid_charge~	19.06
~Shredon~	~tf_heavy_assist_heavy_grind~	15.17
~Shredon~	~tf_pyro_kill_axe_small~	14.17
~Shredon~	~tf_engineer_move_sentry_get_kill~	18.65
~Shredon~	~tf_spy_break_shield_kill_sniper~	14.02
~Shredon~	~tf_sniper_kill_unscoped~	16.35
~Shredon~	~tf_pyro_reveal_spies~	19.91
~Shredon~	~tf_engineer_dispenser_extinguish~	8.71
~Shredon~	~tf_pyro_burn_snipers_zoomed~	15.15
~Shredon~	~tf_pyro_kill_carriers~	11.77
~Shredon~	~tf_medic_charge_blocker~	11.70
~Shredon~	~tf_spy_kill_working_engy~	18.46
~Shredon~	~tf_spy_revenge_with_backstab~	20.35
~Shredon~	~tf_spy_kill_cp_defenders~	7.66
~Shredon~	~tf_heavy_kill_midair_minigun~	33.46
~Shredon~	~tf_maps_foundry_win_mintime~	5.29
~Shredon~	~tf_sniper_kill_rjer~	11.72
~Shredon~	~tf_fire_waterjump~	20.03
~Shredon~	~tf_halloween_collect_pumpkins~	8.34
~Shredon~	~tf_engineer_freezecam_taunt~	6.42
~Shredon~	~tf_halloween_loot_island~	4.81
~Shredon~	~tf_medic_kill_healed_spy~	13.87
~Shredon~	~tf_demoman_charge_kill~	10.27
~Shredon~	~tf_heavy_survive_crocket~	22.14
~Shredon~	~tf_replay_edit_time~	3.55
~Shredon~	~tf_engineer_dispenser_heal_grind~	5.39
~Shredon~	~tf_medic_charge_juggle~	7.87
~Shredon~	~tf_kill_nemesis~	35.21
~Shredon~	~tf_burn_playersinminimumtime~	32.14
~Shredon~	~tf_demoman_kill_player_after_tp~	8.54
~Shredon~	~tf_soldier_kill_spy_killer~	20.18
~Shredon~	~tf_halloween_disguised_spy_kill~	10.23
~Shredon~	~tf_win_2fort_noenemycaps~	23.73
~Shredon~	~tf_pyro_ignite_flaregun~	12.28
~Shredon~	~tf_play_game_everyclass~	15.07
~Shredon~	~tf_sniper_kill_charged_medic~	16.66
~Shredon~	~tf_pyro_burn_medicpair~	32.46
~Shredon~	~tf_engineer_upgrade_buildings~	7.79
~Shredon~	~tf_sniper_jarate_group~	9.86
~Shredon~	~tf_spy_backstab_enemy_switch_pyro~	18.75
~Shredon~	~tf_engineer_revenge_crit_sentry_killer~	12.18
~Shredon~	~tf_sniper_freezecam_wave~	11.03
~Shredon~	~tf_halloween_kill_scared_player~	8.52
~Shredon~	~tf_spy_backstab_disguised_spy~	16.42
~Shredon~	~tf_pyro_kill_from_behind~	16.08
~Shredon~	~tf_demoman_decapitate_nemesis~	10.67
~Shredon~	~tf_spy_backstab_snipers~	13.23
~Shredon~	~tf_dominate_for_goggles~	12.18
~Shredon~	~tf_sniper_bow_pincushion~	14.66
~Shredon~	~tf_sniper_destroy_sentryguns~	20.87
~Shredon~	~tf_soldier_kill_sniper_while_dead~	13.63
~Shredon~	~tf_heavy_take_multi_damage~	30.13
~Shredon~	~tf_demoman_kill3_with_pipe_setups~	6.04
~Shredon~	~tf_spy_sapper_teamwork~	10.52
~Shredon~	~tf_soldier_kill_engy~	14.90
~Shredon~	~tf_pyro_kill_teamwork~	30.61
~Shredon~	~tf_sniper_jarate_reveal_spy~	11.86
~Shredon~	~tf_sniper_get_backstabbed~	9.80
~Shredon~	~tf_soldier_kill_on_fire~	12.15
~Shredon~	~tf_spy_kill_spy_with_knife~	18.27
~Shredon~	~tf_spy_backstab_disguise_target~	20.79
~Shredon~	~tf_pyro_achieve_progress2~	15.34
~Shredon~	~tf_pyro_achieve_progress3~	12.40
~Shredon~	~tf_pyro_dominate_leavesvr~	18.60
~Shredon~	~tf_pyro_achieve_progress1~	18.86
~Shredon~	~tf_engineer_kill_disguised_spy~	15.13
~Shredon~	~tf_soldier_shoot_mult_crits~	17.71
~Shredon~	~tf_pyro_force_waterjump~	13.61
~Shredon~	~tf_engineer_sentry_avenges_you~	23.05
~Shredon~	~tf_demoman_decapitate_players~	11.19
~Shredon~	~tf_soldier_kill_twenty_from_above~	13.11
~Shredon~	~tf_pyro_kill_ubercharge~	12.25
~Shredon~	~tf_halloween_collect_goody_bag~	7.11
~Shredon~	~tf_spy_backstab_medic_healing_you~	12.72
~Shredon~	~tf_sniper_jarate_medic_pair~	10.84
~Shredon~	~tf_scout_achieve_progress1~	12.71
~Shredon~	~tf_medic_save_teammate~	9.57
~Shredon~	~tf_engineer_repair_sentry_w_medic~	17.93
~Shredon~	~tf_demoman_kill3_with_detonation~	8.59
~Shredon~	~tf_pyro_camp_position~	35.20
~Shredon~	~tf_demoman_freezecam_smile~	8.12
~Shredon~	~tf_team_pyrovision~	7.31
~Shredon~	~tf_demoman_kill_building_direct_hit~	15.35
~Shredon~	~tf_medic_counter_charge~	18.25
~Shredon~	~dod_collect_holiday_gifts~	4.04
~Shredon~	~ach_win_nor~	78.77
~Shredon~	~ach_complete_game_players_1~	82.55
~Shredon~	~ach_defeat_boss_2~	65.80
~Shredon~	~ach_defeat_boss_3~	54.48
~Shredon~	~ach_winter~	53.34
~Shredon~	~ach_defeat_boss_1~	83.94
~Shredon~	~ach_locate_colony~	73.23
~Shredon~	~ach_combo_nor~	48.93
~Shredon~	~ach_purchase_an_item~	72.53
~Shredon~	~ach_win_dif~	55.67
~Shredon~	~houdini~	58.95
~Shredon~	~basicelement~	66.08
~Shredon~	~statealchemist~	66.46
~Shredon~	~letoffsomesteam~	59.51
~Shredon~	~cookingbythebook~	65.76
~Shredon~	~vanillaice~	56.66
~Shredon~	~rpgmuch~	53.86
~Shredon~	~nomoretrolling~	59.92
~Shredon~	~aneyeforaneye~	62.19
~Shredon~	~unlockedrogue~	40.95
~Shredon~	~reachedlevel10~	43.55
~Shredon~	~unlockedpriest~	64.45
~Shredon~	~unlockedarcher~	47.68
~Shredon~	~ancestor~	77.80
~Shredon~	~achievement_sharp~	79.39
~Shredon~	~achievement_way~	86.67
~Shredon~	~achievement_triple~	59.97
~Shredon~	~achievement_winter~	65.41
~Shredon~	~portal_get_portalguns~	71.44
~Shredon~	~rh_sewers~	34.97
~Shredon~	~rh_level_10~	16.40
~Shredon~	~rh_quest_nadia~	15.97
~Shredon~	~rh_quest_scout~	18.84
~Shredon~	~rh_level_5~	21.98
~Shredon~	~rh_lobster_king~	18.21
~Shredon~	~last_player_alive~	28.54
~Shredon~	~earn_money_low~	46.07
~Shredon~	~kill_enemy_low~	45.76
~Shredon~	~collect_gifts~	9.61
~Shredon~	~win_pistolrounds_low~	29.31
~Shredon~	~lossless_extermination~	37.28
~Shredon~	~hip_shot~	35.41
~Shredon~	~avenge_friend~	31.00
~Shredon~	~domination_overkills_low~	39.92
~Shredon~	~kill_when_at_low_health~	34.33
~Shredon~	~win_map_de_dust2~	18.24
~Shredon~	~killing_spree_ender~	35.57
~Shredon~	~survive_grenade~	30.92
~Shredon~	~kill_enemies_while_blind~	35.20
~Shredon~	~kill_enemy_last_bullet~	41.89
~Shredon~	~win_rounds_med~	27.50
~Shredon~	~revenges_low~	41.95
~Shredon~	~headshots~	27.01
~Shredon~	~kill_hostage_rescuer~	14.17
~Shredon~	~dead_grenade_kill~	26.61
~Shredon~	~earn_money_med~	23.87
~Shredon~	~give_damage_low~	47.36
~Shredon~	~win_knife_fights_low~	31.69
~Shredon~	~win_bomb_plant_after_recovery~	15.20
~Shredon~	~kill_enemy_blinded~	17.70
~Shredon~	~damage_no_kill~	42.60
~Shredon~	~win_bomb_defuse~	28.86
~Shredon~	~win_map_cs_office~	6.57
~Shredon~	~win_bomb_plant~	30.71
~Shredon~	~kill_enemy_med~	28.58
~Shredon~	~kill_low_damage~	43.91
~Shredon~	~pistol_round_knife_kill~	26.26
~Shredon~	~survived_headshot_due_to_helmet~	38.98
~Shredon~	~win_rounds_low~	47.33
~Shredon~	~dominations_low~	43.15
~Shredon~	~give_damage_med~	32.17
~Shredon~	~kill_enemy_reloading~	47.22
~Shredon~	~ach_deploy_ammo_upgrade~	51.16
~Shredon~	~ach_vs_jockey_two_players~	23.80
~Shredon~	~ach_scavenge_win_a_game~	11.29
~Shredon~	~ach_bile_a_tank~	35.80
~Shredon~	~ach_kill_every_uncommon_infected~	41.11
~Shredon~	~ach_save_player_from_jockey_fast~	54.93
~Shredon~	~ach_kill_spitter_fast~	58.98
~Shredon~	~ach_vs_charger_ground_smash~	20.63
~Shredon~	~ach_ignite_infected_fire_ammo~	29.57
~Shredon~	~ach_survive_town~	24.47
~Shredon~	~ach_sacrifice_bill~	14.97
~Shredon~	~ach_run_all_generators~	7.43
~Shredon~	~ach_survive_mall~	37.56
~Shredon~	~ach_incendiary_clown_posse~	18.49
~Shredon~	~ach_vs_charger_long_carry~	14.79
~Shredon~	~ach_vs_jockey_into_acid~	20.24
~Shredon~	~ach_collect_holiday_gifts~	4.79
~Shredon~	~ach_vs_spit_on_smokered_player~	16.41
~Shredon~	~ach_complete_the_sacrifice~	18.95
~Shredon~	~achbastion~	81.10
~Shredon~	~achwinter~	46.64
~Shredon~	~kill3christmasstalkerswithlar~	7.21
~Shredon~	~kill20christmasclots~	13.30
~Shredon~	~killchristmashuskwithpistol~	15.92
~Shredon~	~healselfxtimes~	25.60
~Shredon~	~killxenemieswithgrenade~	38.32
~Shredon~	~winwestlondonnormal~	17.39
~Shredon~	~winfarmnormal~	9.73
~Shredon~	~donatexcashtoteammates~	27.93
~Shredon~	~winbioticslabnormal~	13.16
~Shredon~	~killselectxmaszedsonsinglemap~	15.72
~Shredon~	~winwaterworksnormal~	4.23
~Shredon~	~killpatriarchwithlaw~	12.73
~Shredon~	~killchristmascrawlerwithxbow~	7.85
~Shredon~	~winicecavenormal~	4.09
~Shredon~	~killchristmaspatriarch~	14.71
~Shredon~	~killxenemies~	49.32
~Shredon~	~kill1xmaszedwithfullm4clip~	16.63
~Shredon~	~killpatriarchbeforeheheals~	28.43
~Shredon~	~winsantasevillairnormal~	4.39
~Shredon~	~killxenemies2~	32.14
~Shredon~	~killenemyusingbloatacid~	51.24
~Shredon~	~leaderboard_rank~	83.00
~Shredon~	~finish_bonus_challenge~	79.84
~Shredon~	~everyone_played_braid~	59.92
~Shredon~	~extra_mode~	85.67
~Shredon~	~easy_mode~	17.75
~Shredon~	~bronze_axe~	22.88
~Shredon~	~for_the_hoard~	22.54
~Shredon~	~war_is_on~	26.65
~Shredon~	~silver_axe~	20.19
~Shredon~	~stupid_achievement~	27.03
~Shredon~	~diggy_kong~	31.43
~Shredon~	~achievement_eggnog~	37.78
~Shredon~	~achievement_hms_deagle~	42.03
~Shredon~	~achievement_lutefisk~	36.45
~Shredon~	~achievement_guess_whos_coming_to_dinner~	42.09
~Shredon~	~achievement_root_of_tchar~	8.67
~Shredon~	~achievement_survive_thaumites~	18.37
~Shredon~	~achievement_he_choose_poorly~	39.20
~Shredon~	~achievement_crash_game~	38.85
~Shredon~	~achievement_ornithologist~	71.34
~Shredon~	~achievement_penitent_man~	36.89
~Shredon~	~achievement_name_the_expansion_pack~	4.22
~Shredon~	~achievement_make_this~	37.81
~Shredon~	~achievement_he_who_smelt_it~	42.83
~Shredon~	~achievement_personal_protection~	29.44
~Shredon~	~snowboarder~	35.69
~Shredon~	~random~	25.65
~Shredon~	~cave~	34.34
~Shredon~	~ach_tough~	11.94
~Shredon~	~ach_depths~	28.84
~Shredon~	~ach_summit~	5.45
~Shredon~	~ach_keep~	6.40
~Shredon~	~ach_ella~	8.02
~Shredon~	~ach_crawler~	13.90
~Shredon~	~ach_victory~	17.68
~Shredon~	~ach_pupil~	36.33
~Shredon~	~ach_fowl~	6.76
~Shredon~	~ach_mushroom~	10.00
~Shredon~	~ach_crown~	8.46
~Shredon~	~ach_smithy~	30.59
~Shredon~	~ach_banker~	13.29
~Shredon~	~ach_thick~	8.43
~Shredon~	~ach_defender~	4.79
~Shredon~	~ach_body~	10.02
~Shredon~	~ach_etheria~	16.36
~Shredon~	~ach_ironman~	14.51
~Shredon~	~ach_brimstone~	9.70
~Shredon~	~ach_belly~	14.06
~Shredon~	~ach_devine~	28.10
~Shredon~	~ach_survivalist~	13.06
~Shredon~	~ach_nobility~	14.82
~Shredon~	~ach_veteran~	26.18
~Shredon~	~ach_rooftops~	22.13
~Shredon~	~ach_student~	39.29
~Shredon~	~ach_raider~	6.72
~Shredon~	~ach_my_weapon~	20.22
~Shredon~	~defeated_snarbolax~	10.39
~Shredon~	~reached_haven~	47.02
~Shredon~	~health_capsules_used_1~	13.14
~Shredon~	~minerals_deposited_1~	20.85
~Shredon~	~minerals_deposited_2~	8.43
~Shredon~	~swords_owned_1~	19.20
~Shredon~	~minerals_deposited_3~	3.13
~Shredon~	~reviveless_complete_tier_1~	5.34
~Shredon~	~armors_owned_1~	13.77
~Shredon~	~reached_subtown_1~	12.78
~Shredon~	~reached_subtown_2~	3.66
~Shredon~	~shields_owned_1~	9.35
~Shredon~	~lockdown_snowball~	8.79
~Shredon~	~revive_self~	31.27
~Shredon~	~remedy_capsules_used_1~	6.92
~Shredon~	~revive_friend_minimum~	4.78
~Shredon~	~levelled_item_1~	12.26
~Shredon~	~reached_terminal_1~	27.63
~Shredon~	~reached_rescue_camp~	65.65
~Shredon~	~revive_friend~	17.09
~Shredon~	~mecha_knight_activated~	7.07
~Shredon~	~earned_tier_2~	8.53
~David~	~ach_char_cv~	43.87
~David~	~ach_warp_1~	61.90
~David~	~achievement1~	79.82
~David~	~achievement14~	86.95
~David~	~achievement38~	68.46
~David~	~headshot~	14.92
~David~	~persecute~	9.11
~David~	~team_score~	11.19
~David~	~elite~	1.10
~David~	~smartgun~	5.00
~David~	~predator_3~	40.38
~David~	~predator_4~	36.43
~David~	~predator_1~	50.57
~David~	~predator_2~	48.33
~David~	~predator_7~	32.86
~David~	~predator_8~	31.34
~David~	~reputable~	3.69
~David~	~predator_5~	34.02
~David~	~predator_6~	33.31
~David~	~pistol~	21.28
~David~	~alien_collect~	1.19
~David~	~general~	0.62
~David~	~last_in_infestation~	3.86
~David~	~ranked~	17.81
~David~	~queen~	1.08
~David~	~disc~	26.76
~David~	~marine_collect~	1.25
~David~	~drone~	4.00
~David~	~friends~	0.81
~David~	~predator_collect~	1.83
~David~	~shotgun~	6.09
~David~	~dm_wins~	6.70
~David~	~dm_win~	10.19
~David~	~spear~	28.69
~David~	~no_death_kills~	6.07
~David~	~survivor_health~	7.08
~David~	~xp2~	2.02
~David~	~xp1~	8.36
~David~	~all_campaign~	18.73
~David~	~alien_4~	30.11
~David~	~alien_3~	36.47
~David~	~alien_2~	53.09
~David~	~alien_1~	53.57
~David~	~private~	3.81
~David~	~alien_6~	29.25
~David~	~alien_5~	1.48
~David~	~marine_1~	57.90
~David~	~marine_3~	38.94
~David~	~marine_2~	52.24
~David~	~marine_5~	31.41
