Game	Achievement	Rate
3830	|ach_comp_sa|	27.03
3830	|ach_christmas|	1.95
3830	|ach_clairvoyed_chars|	3.51
3830	|ach_mi_demonroom_seen|	8.71
3830	|ach_comp_mc|	8.37
3830	|ach_coll_allhelmets|	4.11
3830	|ach_bacon_hint_usage|	8.39
3830	|ach_all_powers|	11.84
3830	|ach_rank_80|	4.72
3830	|ach_comp_th|	12.39
3830	|ach_comp_lo|	17.90
3830	|ach_rank_60|	9.98
3830	|ach_vernon_story_heard|	6.63
3830	|ach_holiday_dinner|	12.77
3830	|ach_rank_20|	24.63
3830	|ach_bobby_chloe_cs_seen|	6.70
3830	|ach_comp_bv|	10.90
3830	|ach_coll_vaults|	2.21
3830	|ach_coach_speech_repeated|	3.03
3830	|ach_rank_40|	16.42
3830	|ach_kiost_lines_read|	5.58
3830	|ach_maloof_gangster_seen|	5.83
3830	|ach_coll_allfigments|	1.50
3830	|ach_bv_gardenseen|	5.35
3830	|ach_comp_punchy_target|	2.17
108500	|achievement - 1.2.6 - keep lamp dry|	4.20
108500	|achievement - global - glow goo dark fluro|	1.69
108500	|achievement - 3.1.4 - rocketjump|	5.27
108500	|achievement - global - create ten fluro types|	14.62
108500	|achievement - global - fix all machines - tree|	13.33
108500	|achievement - global - create five fluro types|	16.71
108500	|achievement - global - fix all machines - mines|	8.69
108500	|achievement - 4.1.1 - seplunker|	3.50
108500	|achievement - global - collect all protoplasm - mines|	1.98
108500	|achievement - global - fix all machines|	8.27
108500	|achievement - global - collect all protoplasm - tree|	7.51
108500	|achievement - global - create every fluro type|	3.09
108500	|achievement - global - red blue goo fluro|	4.07
108500	|achievement - 1.3.7 - no redirect|	0.93
108500	|achievement - 4.4.2 - solve in one go|	2.19
108500	|achievement - global - fix all machines - factory|	16.49
108500	|achievement - global - push fluro into turbine|	29.27
108500	|achievement - global - all eye types fluro|	1.96
108500	|achievement - global - collect all protoplasm - factory|	8.72
108500	|achievement - global - collect all protoplasm|	1.84
500	|l4d_achievement_5359_infected_garage|	2.97
500	|l4d_achievement_infected|	56.46
500	|l4d_achievement_repower_generator|	15.53
500	|l4d_achievement_no_damage_after_vomit|	67.84
500	|l4d_achievement_heal_x_survivors|	23.22
500	|l4d_achievement_punch_hunter|	48.93
500	|l4d_achievement_sacrifice_bill|	3.77
500	|l4d_achievement_run_all_generators|	2.95
500	|l4d_achievement_health_martyr|	30.45
500	|l4d_achievement_burn_x_infected|	57.65
500	|l4d_achievement_dont_awaken_witch|	19.95
500	|l4d_achievement_headshot_hunter|	44.31
500	|l4d_achievement_survive_any_impossible|	10.64
500	|l4d_achievement_survive_farm|	35.20
500	|l4d_achievement_rescue_x_from_smoker|	56.14
500	|l4d_achievement_leave_saferoom_and_revive|	26.23
500	|l4d_achievement_cover_all_with_bile|	18.89
500	|l4d_achievement_dole_x_total_damage|	28.25
500	|l4d_achievement_incap_3_in_5_sec|	4.21
500	|l4d_achievement_witch_no_damage|	53.10
500	|l4d_achievement_give_pills_x_survivors|	27.55
500	|l4d_achievement_get_all_bronze|	3.66
500	|l4d_achievement_survive_hospital|	44.05
500	|l4d_achievement_drag_survivor_x_distance|	22.97
500	|l4d_achievement_hit_x_with_car|	0.68
500	|l4d_achievement_infected_sneak_melee|	48.05
500	|l4d_achievement_rescue_from_smoker|	72.49
500	|l4d_achievement_burn_witch|	46.69
500	|l4d_achievement_blow_up_x_infected|	64.45
500	|l4d_achievement_tank_explosion_stun|	11.31
500	|l4d_achievement_survive_garage|	27.93
500	|l4d_achievement_one_shot_kill_witch|	17.97
500	|l4d_achievement_survive_airport|	40.16
500	|l4d_achievement_incap_after_saferoom|	23.72
500	|l4d_achievement_burn_tank|	58.79
500	|l4d_achievement_cover_friend_incapped|	45.98
500	|l4d_achievement_get_all_gold|	1.66
500	|l4d_achievement_survive_no_vomit|	8.93
500	|l4d_achievement_wipe_all_after_truck|	1.32
500	|l4d_achievement_complete_the_sacrifice|	6.15
500	|l4d_achievement_pounce_x_without_dying|	33.99
500	|l4d_achievement_protect_survivors_x_times|	61.83
500	|l4d_achievement_survive_no_special_damage|	2.29
500	|l4d_achievement_all_survivors_alive|	53.59
500	|l4d_achievement_kill_all_without_dying|	14.82
500	|l4d_achievement_cause_x_pounce_damage|	2.37
500	|l4d_achievement_constrict_x_without_dying|	30.80
500	|l4d_achievement_53595_infected|	7.03
500	|l4d_achievement_play_lighthouse|	28.45
500	|l4d_achievement_survive_smalltown|	38.96
500	|l4d_achievement_shove_and_kill_boomer|	37.80
500	|l4d_achievement_kill_tank_no_damage|	67.18
500	|l4d_achievement_no_friendly_fire|	4.09
500	|l4d_achievement_kill_tank_solo|	13.59
500	|l4d_achievement_kill_special_with_barrel|	1.79
500	|l4d_achievement_rescue_self_from_smoker|	68.19
500	|l4d_achievement_get_one_silver|	24.32
500	|l4d_achievement_make_x_headshots|	68.48
500	|l4d_achievement_get_all_silver|	2.00
500	|l4d_achievement_win_versus_garage|	9.47
500	|l4d_achievement_drag_biled_survivor|	4.94
500	|l4d_achievement_campaign_with_pistols|	13.81
500	|l4d_achievement_no_team_finale_damage|	12.43
500	|l4d_achievement_rescue_from_closet|	55.75
500	|l4d_achievement_get_one_gold|	20.08
500	|l4d_achievement_vs_prevent_sacrifice|	0.76
500	|l4d_achievement_rescue_from_hunter|	57.52
500	|l4d_achievement_survive_without_incap|	31.13
500	|l4d_achievement_survive_all_impossible|	4.10
500	|l4d_achievement_no_self_medkit|	10.05
500	|l4d_achievement_kill_x_with_turret|	8.29
500	|l4d_achievement_revive_x_survivors|	30.18
500	|l4d_achievement_get_one_bronze|	33.76
70600	|grave_digger|	8.95
70600	|feel_the_power_of_the_darkside|	0.36
70600	|boom_shake_the_worm|	3.54
70600	|embrace_the_darkness|	0.41
70600	|i_love_new|	0.36
70600	|halfway_house|	9.96
70600	|dedicated_ranker|	0.36
70600	|fan_of_the_arts|	0.68
70600	|davey_jones|	17.17
70600	|credit_to_the_nation|	2.95
70600	|eggceptional|	1.67
70600	|cartographer|	0.55
70600	|time_for_a_challenge|	0.38
70600	|pimp_my_worm|	27.18
70600	|loves_company|	4.79
70600	|no_challenge_at_all|	0.38
70600	|finger_of_death|	0.43
70600	|clock_watching|	0.36
70600	|davey_jones_returns|	0.44
70600	|total_ranker|	0.37
70600	|challenge_accepted|	0.45
70600	|join_me_luke|	0.36
70600	|if_you_build_it_they_will_die|	2.80
70600	|wormicide|	3.25
70600	|teachers_pet|	19.49
70600	|glide_like_a_worm|	10.01
70600	|shopaholic|	0.57
70600	|time_attacked|	0.36
70600	|alexander_the_worm|	0.37
70600	|nick_of_time|	0.42
70600	|slide_into_first|	43.05
70600	|billy_no_mates|	5.37
70600	|mr_popular|	3.43
70600	|i_am_the_worminator|	0.45
70600	|doing_it_solo|	0.94
70600	|ranked_up|	0.56
70600	|genghis_worm|	1.78
70600	|loves_a_challenge|	1.03
9880	|prk_pvp_games_r4|	2.84
9880	|prk_nem_kill_demons_r1|	2.99
9880	|prk_pvp_games_r3|	2.84
9880	|prk_mon_his_feral|	3.43
9880	|prk_pvp_games_r2|	2.98
9880	|prk_nem_kill_demons_r2|	2.90
9880	|prk_nem_kill_demons_r3|	2.83
9880	|prk_lem_megalo_kill|	2.83
9880	|prk_pvp_games_r1|	4.70
9880	|prk_kill_gadroon_r3|	2.83
9880	|prk_mon_reveal|	3.29
9880	|prk_des_graveyard|	3.72
9880	|prk_story_local_can_steelhead_02|	5.57
9880	|prk_kill_gadroon_r1|	4.32
9880	|prk_mil_basejumper|	3.14
9880	|prk_kill_gadroon_r2|	2.84
9880	|prk_sig_kill_vikorin|	2.91
9880	|prk_story_local_can_steelhead_01|	6.36
9880	|prk_kill_seacreatures_r2|	2.84
9880	|prk_kill_karkaradon_r1|	3.42
9880	|prk_kill_seacreatures_r3|	2.83
9880	|prk_kill_karkaradon_r2|	2.84
9880	|prk_event_bm_johnny_hercules|	3.15
9880	|prk_kill_karkaradon_r3|	2.83
9880	|prk_can_tower|	3.12
9880	|prk_kill_seacreatures_r1|	3.03
9880	|prk_lem_hawkins_hoard|	2.83
9880	|prk_sig_kill_eclipse|	3.65
9880	|prk_story_foreshadow_crowns_of_krim_01|	2.83
9880	|prk_damage_dealt_slashing_r3|	2.85
9880	|prk_damage_dealt_slashing_r2|	3.02
9880	|prk_can_toxic|	2.87
9880	|prk_sig_kill_stingray|	2.97
9880	|prk_damage_dealt_slashing_r1|	3.86
9880	|prk_sig_kill_slug|	3.12
9880	|prk_mil_importcollector|	2.88
9880	|prk_sig_kill_black_talon|	27.78
9880	|prk_damage_taken_r3|	2.84
9880	|prk_damage_taken_r2|	2.83
9880	|prk_damage_taken_r1|	4.91
9880	|prk_mon_gettopoint|	2.88
9880	|prk_collect_100k_resources|	6.74
9880	|prk_sig_kill_megaterak|	3.15
9880	|prk_kill_bleakmin_r3|	2.83
9880	|prk_kill_bleakmin_r2|	2.84
9880	|prk_can_tower_assault|	2.89
9880	|prk_kill_bleakmin_r1|	3.20
9880	|prk_kill_gangblackace_r1|	7.59
9880	|prk_kill_gangblackace_r2|	2.84
9880	|prk_missions_complete_canada_half|	3.88
9880	|prk_kill_gangblackace_r3|	2.83
9880	|prk_nem_kill_insectoid_r1|	2.90
9880	|prk_kill_malvan_gladiators_r2|	2.92
9880	|prk_kill_malvan_gladiators_r1|	3.00
9880	|prk_nem_kill_insectoid_r3|	2.83
9880	|prk_nem_kill_insectoid_r2|	2.85
9880	|prk_kill_malvan_gladiators_r3|	2.87
9880	|prk_mon_his_argentcorp|	3.10
9880	|prk_heroic_kill_shadow_destroyer|	2.93
9880	|prk_story_local_caliginous_depths_02|	3.01
9880	|prk_story_local_caliginous_depths_01|	2.96
9880	|prk_story_local_caliginous_depths_03|	2.96
9880	|prk_nem_kill_ninja_r2|	2.96
9880	|prk_nem_kill_ninja_r3|	2.83
9880	|prk_nem_kill_ninja_r1|	3.18
9880	|prk_can_johnston|	2.91
9880	|prk_mil_his_downtown|	3.44
9880	|prk_sig_kill_mindcontrolled|	3.13
9880	|prk_event_bm_leader_pack|	2.87
9880	|prk_collect_1k_resources|	31.12
9880	|prk_lem_graveyard|	2.85
9880	|prk_missions_complete_mon|	3.09
9880	|prk_des_his_project_greenskin|	3.99
9880	|prk_mon_explore|	2.91
9880	|prk_missions_complete_lemuria|	2.93
9880	|prk_mil_fountain|	3.07
9880	|prk_kill_escapedpris_r1|	6.19
9880	|prk_kill_escapedpris_r3|	2.83
9880	|prk_kill_escapedpris_r2|	2.85
9880	|prk_sig_kill_lionel_benjamin|	4.40
9880	|prk_missions_complete_canada|	3.32
9880	|prk_lem_torpedo|	2.84
9880	|prk_pvp_injury_r4|	2.83
9880	|prk_lore_edom_necrull|	3.06
9880	|prk_can_history|	2.87
9880	|prk_story_minor_psi_01|	2.90
9880	|prk_sig_kill_dr_demogaard|	2.99
9880	|prk_nem_kill_undead_r3|	2.83
9880	|prk_pvp_injury_r2|	2.84
9880	|prk_pvp_injury_r3|	2.83
9880	|prk_story_local_mil_tutorial_02|	23.46
9880	|prk_pvp_volatilecontainer|	2.94
9880	|prk_pvp_injury_r1|	6.55
9880	|prk_story_local_mil_tutorial_01|	34.69
9880	|prk_can_reign_of_frogs|	3.15
9880	|prk_mon_his_slither|	3.08
9880	|prk_mon_buried|	2.83
9880	|prk_kill_pirateghosts_r3|	2.83
9880	|prk_kill_pirateghosts_r2|	2.83
9880	|prk_mon_bait|	2.84
9880	|prk_kill_pirateghosts_r1|	2.92
9880	|prk_mil_dragonsroost|	3.49
9880	|prk_event_winter_kinetik_fig|	3.00
9880	|prk_lem_history|	2.85
9880	|prk_missions_complete_lemuria_half|	3.03
9880	|prk_lore_mechanon_revolt|	2.86
9880	|prk_event_bm_nimbus|	3.10
9880	|prk_character_lvl40|	3.35
9880	|prk_des_reveal|	4.15
9880	|prk_kill_irradiates_r3|	2.83
9880	|prk_kill_irradiates_r2|	2.98
9880	|prk_kill_irradiates_r1|	7.18
9880	|prk_tutorial_ironclad_offensive|	25.85
9880	|prk_event_bm_sea_wolf|	2.84
9880	|prk_des_asciing_for_trouble|	3.56
9880	|prk_can_his_fallen|	3.43
9880	|prk_sig_kill_ripper|	3.02
9880	|prk_nem_kill_thugs_r1|	3.06
9880	|prk_nem_kill_thugs_r2|	2.92
9880	|prk_lore_istvatha_qularr_ops|	2.86
9880	|prk_nem_kill_thugs_r3|	2.83
9880	|prk_lore_edom_loremaster|	2.91
9880	|prk_des_dhm_little_nook|	2.86
9880	|prk_nem_kill_soldiers_r3|	2.83
9880	|prk_lem_reveal|	3.20
9880	|prk_lore_viper_correspondence|	2.84
9880	|prk_nem_kill_soldiers_r2|	2.93
9880	|prk_nem_kill_soldiers_r1|	3.08
9880	|prk_missions_complete_mil|	4.44
9880	|prk_damage_dealt_mystical_r2|	2.85
9880	|prk_damage_dealt_mystical_r1|	3.06
9880	|prk_pvp_stronghold_r3|	2.84
9880	|prk_mil_madeinchina|	3.28
9880	|prk_damage_dealt_mystical_r3|	2.83
9880	|prk_pvp_stronghold_r4|	2.84
9880	|prk_pvp_ceilingcat|	3.96
9880	|prk_pvp_stronghold_r1|	2.89
9880	|prk_pvp_stronghold_r2|	2.85
9880	|prk_nem_kill_undead_r2|	2.91
9880	|prk_story_local_mon_echinocos_01|	2.94
9880	|prk_nem_kill_undead_r1|	3.07
9880	|prk_kill_lemurians_r1|	3.24
9880	|prk_event_bm_firefight|	3.09
9880	|prk_kill_lemurians_r2|	2.91
9880	|prk_kill_lemurians_r3|	2.83
9880	|prk_mon_stop_and_smell|	2.88
9880	|prk_mil_troll|	2.96
9880	|prk_damage_taken_mystical_r1|	2.92
9880	|prk_damage_taken_mystical_r3|	2.83
9880	|prk_lore_edom_qliphothic|	2.84
9880	|prk_damage_taken_mystical_r2|	2.83
9880	|prk_event_winter_justiciar_fig|	2.99
9880	|prk_sig_kill_roman_stepanov|	3.01
9880	|prk_story_local_des_uranium_flats_02|	5.74
9880	|prk_story_local_des_uranium_flats_01|	5.83
9880	|prk_can_stroessen_local_01|	3.25
9880	|prk_des_tenderfoot|	2.94
9880	|prk_damage_dealt_crushing_r3|	2.84
9880	|prk_mil_his_city|	3.60
9880	|prk_kill_viper_r1|	7.86
9880	|prk_can_quality|	2.94
9880	|prk_sig_kill_hyena|	3.54
9880	|prk_kill_viper_r2|	4.16
9880	|prk_damage_dealt_crushing_r2|	3.02
9880	|prk_damage_dealt_crushing_r1|	3.97
9880	|prk_mil_desdroids_rise_again|	3.73
9880	|prk_arena_silverbelt|	2.83
9880	|prk_kill_viper_r3|	2.90
9880	|prk_missions_complete_mon_half|	3.25
9880	|prk_sig_kill_neanderthal|	3.18
9880	|prk_can_buriual_butte_local_01|	3.16
9880	|prk_damage_dealt_toxic_r1|	3.07
9880	|prk_damage_taken_piercing_r3|	2.83
9880	|prk_lore_viper_loremaster|	2.84
9880	|prk_sig_kill_viper_x|	4.75
9880	|prk_sig_kill_talisman|	6.36
9880	|prk_story_local_mil_city_center_02|	4.52
9880	|prk_story_local_mil_city_center_03|	4.15
9880	|prk_damage_taken_piercing_r1|	3.32
9880	|prk_damage_taken_piercing_r2|	2.83
9880	|prk_lore_edom_kings_harrowing|	2.84
9880	|prk_lore_destroyer_reflections|	2.84
9880	|prk_story_local_mil_city_center_01|	2.99
9880	|prk_damage_dealt_toxic_r3|	2.83
9880	|prk_story_minor_teleios_01|	2.84
9880	|prk_damage_dealt_toxic_r2|	2.88
9880	|prk_lore_teleios_loremaster|	2.89
9880	|prk_kill_pets_r2|	2.83
9880	|prk_kill_pets_r1|	3.15
9880	|prk_can_undead_on_arrival|	5.59
9880	|prk_event_bm_flechette|	3.12
9880	|prk_can_transmit|	3.17
9880	|prk_nem_kill_beastmen_r1|	2.97
9880	|prk_nem_kill_beastmen_r2|	2.89
9880	|prk_event_bm_radion|	3.11
9880	|prk_nem_kill_beastmen_r3|	2.83
9880	|prk_mil_highfive|	2.95
9880	|prk_can_buriual_butte_local_02|	3.63
9880	|prk_sig_kill_hanging_judge_hensley|	3.95
9880	|prk_lem_his_undying|	2.93
9880	|prk_pvp_healing_r2|	2.84
9880	|prk_des_bounty_hunter|	2.92
9880	|prk_sig_kill_buzzard|	3.36
9880	|prk_pvp_healing_r1|	3.47
9880	|prk_lore_viper_recruitment|	2.84
9880	|prk_des_riders|	3.08
9880	|prk_bash_silverbelt|	2.83
9880	|prk_mon_vulcan|	2.83
9880	|prk_kill_prisoners_r2|	2.84
9880	|prk_kill_prisoners_r3|	2.83
9880	|prk_damage_taken_fire_r1|	2.92
9880	|prk_can_his_greatbear|	3.04
9880	|prk_damage_taken_fire_r2|	2.83
9880	|prk_kill_pets_r3|	2.83
9880	|prk_damage_taken_fire_r3|	2.83
9880	|prk_kill_prisoners_r1|	3.80
9880	|prk_event_bm_amazing_grace|	3.35
9880	|prk_nem_kill_mafia_r1|	2.93
9880	|prk_can_chiyetanka_local_01|	3.02
9880	|prk_nem_kill_mafia_r3|	2.83
9880	|prk_nem_kill_mafia_r2|	2.86
9880	|prk_can_ghost|	2.97
9880	|prk_pvp_healing_r3|	2.83
9880	|prk_pvp_healing_r4|	2.84
9880	|prk_mon_manimal_crossing|	3.05
9880	|prk_sig_kill_mindslayer|	3.17
9880	|prk_damage_dealt_r2|	2.89
9880	|prk_damage_dealt_r3|	2.83
9880	|prk_event_bm_wolfsbane|	2.89
9880	|prk_lore_viper_supersoldier|	2.84
9880	|prk_nem_kill_robots_r1|	3.30
9880	|prk_nem_kill_robots_r2|	3.03
9880	|prk_kill_gladiators_r3|	0.00
9880	|prk_damage_dealt_r1|	6.83
9880	|prk_sig_kill_hi_pan|	5.87
9880	|prk_nem_kill_robots_r3|	2.84
9880	|prk_lore_edom_teleios|	3.04
9880	|prk_des_flak|	2.88
9880	|prk_missions_complete_total_25|	19.43
9880	|prk_apoc_goldbelt|	2.84
9880	|prk_can_exploration|	2.93
9880	|prk_mil_bullet_for_biselle|	3.98
9880	|prk_missions_complete_total_150|	5.23
9880	|prk_sig_kill_galeforce|	3.78
9880	|prk_kill_gangmaniacs_r1|	7.97
9880	|prk_kill_gangmaniacs_r3|	2.83
9880	|prk_kill_gangmaniacs_r2|	2.84
9880	|prk_can_his_rime|	4.96
9880	|prk_can_range|	2.86
9880	|prk_can_his_burial|	3.43
9880	|prk_lore_mechanon_mystery|	2.84
9880	|prk_story_local_can_crisis_01|	7.43
9880	|prk_kill_qularr_r1|	23.53
9880	|prk_sig_kill_rakshasa|	8.07
9880	|prk_missions_complete_total_50|	10.15
9880	|prk_damage_taken_slashing_r3|	2.83
9880	|prk_kill_qularr_r3|	2.84
9880	|prk_kill_qularr_r2|	2.97
9880	|prk_sig_kill_armadillo|	3.69
9880	|prk_story_major_destroyer_01|	2.83
9880	|prk_sig_kill_major_gertz|	6.37
9880	|prk_can_reveal|	3.73
9880	|prk_event_bm_moonstruck|	2.86
9880	|prk_damage_taken_slashing_r1|	3.11
9880	|prk_sig_kill_teleios|	2.83
9880	|prk_damage_taken_slashing_r2|	2.83
9880	|prk_character_offensive_role|	29.29
9880	|prk_nem_kill_cowboys_r1|	2.95
9880	|prk_sig_kill_hyrg|	2.92
9880	|prk_nem_kill_cowboys_r3|	2.83
9880	|prk_nem_kill_cowboys_r2|	2.85
9880	|prk_steam_winter_gift|	3.44
9880	|prk_mon_islandhopping|	3.56
9880	|prk_sig_kill_escapedqularr|	3.36
9880	|prk_lore_crownskrim_loremaster|	2.84
9880	|prk_can_his_stroessen|	3.95
9880	|prk_pvp_kills_as_zombie_r1|	3.05
9880	|prk_mil_respawn|	3.96
9880	|prk_sig_kill_drdestroyer|	3.28
9880	|prk_kill_aquaticlem_r1|	3.34
9880	|prk_kill_aquaticlem_r2|	2.84
9880	|prk_kill_aquaticlem_r3|	2.83
9880	|prk_des_plot_snake_gulch_local_01|	3.46
9880	|prk_des_plot_snake_gulch_local_02|	3.47
9880	|prk_pvp_bash_r3|	2.84
9880	|prk_pvp_bash_r4|	2.84
9880	|prk_sig_kill_khusor|	3.21
9880	|prk_mil_bighead|	3.71
9880	|prk_damage_taken_dimensional_r3|	2.83
9880	|prk_missions_complete_total_75|	7.67
9880	|prk_lore_edom_elderworms|	2.85
9880	|prk_des_his_burnside|	4.36
9880	|prk_nem_kill_infernals_r1|	3.11
9880	|prk_mon_his_wayfarer|	3.07
9880	|prk_sig_kill_director|	5.14
9880	|prk_damage_taken_particle_r1|	3.15
9880	|prk_damage_taken_particle_r2|	2.83
9880	|prk_damage_taken_particle_r3|	2.83
9880	|prk_kill_psi_r2|	2.85
9880	|prk_kill_psi_r1|	4.82
9880	|prk_kill_praetorianguards_r3|	0.00
9880	|prk_lem_rescue|	2.99
9880	|prk_kill_lemuriansub_r2|	2.93
9880	|prk_kill_lemuriansub_r3|	2.87
9880	|prk_story_local_lem_undying_reef_01|	3.10
9880	|prk_nem_kill_infernals_r3|	2.83
9880	|prk_des_brassring|	4.41
9880	|prk_story_local_lem_undying_reef_02|	3.02
9880	|prk_kill_psi_r3|	2.83
9880	|prk_kill_lemuriansub_r1|	3.25
9880	|prk_story_local_lem_undying_reef_03|	3.16
9880	|prk_des_his_area51|	2.98
9880	|prk_nem_kill_infernals_r2|	2.94
9880	|prk_kill_empconstruct_r1|	2.84
9880	|prk_can_falls|	2.93
9880	|prk_mil_jailbreak|	8.64
9880	|prk_kill_empconstruct_r2|	2.83
9880	|prk_kill_empconstruct_r3|	2.83
9880	|prk_apoc_silverbelt|	2.84
9880	|prk_nem_kill_aliens_r1|	2.92
9880	|prk_kill_prisonguards_r1|	3.76
9880	|prk_kill_prisonguards_r2|	2.83
9880	|prk_kill_prisonguards_r3|	2.83
9880	|prk_damage_taken_dimensional_r2|	2.83
9880	|prk_can_on_thin_ice|	3.51
9880	|prk_damage_taken_dimensional_r1|	3.07
9880	|prk_nem_kill_aliens_r2|	2.85
9880	|prk_nem_kill_aliens_r3|	2.83
9880	|prk_sig_kill_psimon|	4.57
9880	|prk_mon_drillbits|	2.88
9880	|prk_mon_pipeline|	2.90
9880	|prk_lem_shipwrecks|	2.87
9880	|prk_can_secure|	2.98
9880	|prk_pvp_bash_r2|	2.86
9880	|prk_pvp_bash_r1|	2.94
9880	|prk_mil_dumpster|	3.09
9880	|kill_teleiosaurus|	2.83
9880	|prk_sig_kill_leech|	6.00
9880	|prk_can_blackbox|	8.57
9880	|prk_can_hoarfrost_local_01|	3.57
9880	|prk_can_hoarfrost_local_02|	2.98
9880	|prk_sig_kill_the_bronze_king|	2.87
9880	|prk_sig_kill_megalodon|	2.83
9880	|prk_pvp_kills_as_zombie_r2|	2.85
9880	|prk_sig_kill_gigaton|	7.20
9880	|prk_pvp_kills_as_zombie_r3|	2.83
9880	|prk_des_plot_area51_local_01|	3.56
9880	|prk_pvp_kills_as_zombie_r4|	2.83
9880	|prk_kill_netherdemon_r1|	2.83
9880	|prk_kill_netherdemon_r2|	2.82
9880	|prk_kill_netherdemon_r3|	2.82
9880	|prk_pvp_wins_r2|	2.91
9880	|prk_pvp_wins_r3|	2.83
9880	|prk_pvp_wins_r4|	2.83
9880	|prk_des_nadir_of_the_invaders|	3.31
9880	|prk_mon_meteor|	2.83
9880	|prk_des_his_qularr|	2.83
9880	|prk_missions_complete_total_100|	6.49
9880	|prk_pvp_wins_r1|	3.33
9880	|prk_missions_complete_total_200|	4.48
9880	|prk_event_bm_silver_bullet|	3.08
9880	|prk_kill_cultredban_r3|	2.83
9880	|prk_mon_secretcave|	2.85
9880	|prk_kill_cultredban_r1|	6.70
9880	|prk_kill_cultredban_r2|	2.86
9880	|prk_sig_kill_captain_claw|	2.98
9880	|prk_can_massasauga_local_01|	3.91
9880	|prk_can_raptortamer|	3.46
9880	|prk_can_his_lynx|	3.07
9880	|prk_tutorial_we_are_the_champions|	8.47
9880	|prk_mon_lava|	2.96
9880	|prk_mon_hills|	2.90
9880	|prk_damage_dealt_sonic_r3|	2.83
9880	|prk_event_winter_ironclad_fig|	3.00
9880	|prk_damage_dealt_sonic_r1|	2.98
9880	|prk_damage_dealt_sonic_r2|	2.86
9880	|prk_bash_bronzebelt|	2.83
9880	|prk_can_scoping|	3.08
9880	|prk_mon_his_wells|	3.48
9880	|prk_kill_gangcobra_r1|	8.91
9880	|prk_kill_gangcobra_r2|	2.83
9880	|prk_healing_dealt_r3|	2.84
9880	|prk_kill_contamwild_r3|	2.83
9880	|prk_kill_gangcobra_r3|	2.83
9880	|prk_story_local_mon_crisis_01|	3.53
9880	|prk_healing_dealt_r1|	3.55
9880	|prk_des_his_strong|	3.39
9880	|prk_healing_dealt_r2|	2.96
9880	|prk_story_minor_argent_01|	2.90
9880	|prk_kill_contamwild_r2|	2.83
9880	|prk_can_his_argentsnow|	2.98
9880	|prk_kill_contamwild_r1|	3.27
9880	|prk_kill_evilspirits_r3|	2.83
9880	|prk_sig_kill_ultimatemind|	3.42
9880	|prk_lem_plunder_the_sea|	2.86
9880	|prk_mon_his_echinocos|	3.07
9880	|prk_story_local_mil_westside_04|	6.52
9880	|prk_lem_his_caliginous|	2.88
9880	|prk_pvp_damage_r1|	4.01
9880	|prk_story_local_mil_westside_03|	4.09
9880	|prk_pvp_damage_r2|	2.85
9880	|prk_pvp_damage_r3|	2.83
9880	|prk_patrol_clickie_bomb|	2.83
9880	|prk_pvp_damage_r4|	2.83
9880	|prk_kill_evilspirits_r1|	6.58
9880	|prk_kill_evilspirits_r2|	3.09
9880	|prk_mil_reveal|	12.35
9880	|prk_story_local_mil_westside_02|	6.64
9880	|prk_pvp_stayout|	2.83
9880	|prk_story_local_mil_westside_01|	7.69
9880	|prk_mon_history|	2.88
9880	|prk_mon_steam|	2.87
9880	|prk_sig_kill_buster|	3.17
9880	|prk_pvp_utc_r3|	2.86
9880	|prk_pvp_utc_r4|	2.83
9880	|prk_pvp_utc_r1|	3.68
9880	|prk_pvp_utc_r2|	2.96
9880	|prk_kill_cowboyrobo_r1|	5.22
9880	|prk_missions_complete_desert_half|	4.46
9880	|prk_kill_cowboyrobo_r2|	2.89
9880	|prk_kill_cowboyrobo_r3|	2.83
9880	|prk_des_history|	2.89
9880	|prk_lore_destroyer_destroyerology|	2.84
9880	|prk_event_bm_banish_takofanes|	3.14
9880	|prk_lore_istvatha_qularr_crash|	3.20
9880	|prk_des_hang_em_high|	3.43
9880	|prk_sig_kill_clyde_von_schoultz|	4.30
9880	|prk_lem_riftrunner|	2.84
9880	|prk_can_rime_woods_local_02|	5.45
9880	|prk_can_rime_woods_local_01|	5.28
9880	|prk_sig_kill_bleakelder|	2.97
9880	|prk_des_his_snake|	5.25
9880	|prk_des_citizengrond|	2.98
9880	|prk_story_foreshadow_aliens_01|	2.85
9880	|prk_lem_exploration|	2.85
9880	|prk_can_fallen_sun_local_01|	4.04
9880	|prk_lore_edom_karkaradon|	2.84
9880	|prk_can_his_massasauga|	4.10
9880	|prk_nem_kill_lizardmen_r1|	2.97
9880	|prk_can_his_hoarfrost|	2.92
9880	|prk_mon_burden_of_beastmen|	3.30
9880	|prk_missions_complete_desert|	3.38
9880	|prk_can_walk|	3.40
9880	|prk_kill_objects_r3|	2.83
9880	|prk_story_local_mon_andrithal_02|	2.98
9880	|prk_mil_his_westside|	5.92
9880	|prk_story_local_mon_andrithal_03|	3.01
9880	|prk_kill_objects_r1|	4.69
9880	|prk_story_local_mon_andrithal_01|	2.87
9880	|prk_kill_objects_r2|	2.93
9880	|prk_sig_kill_bloodstone|	3.92
9880	|prk_des_oline|	2.94
9880	|prk_sig_kill_foxbat|	8.41
9880	|prk_damage_dealt_cold_r3|	2.85
9880	|prk_damage_dealt_cold_r2|	2.88
9880	|prk_story_local_mon_andrithal_04|	2.95
9880	|prk_damage_dealt_cold_r1|	3.21
